timestamp,a,b,c,d
0.0,0.9462581557627927,0.10756399418028872,0.3633228035109586,0.5972828119057753
0.0625,1.005990701845319,0.11435397131291945,0.38625755548258783,0.6349862894073273
0.125,1.0694938648993046,0.12157256575204749,0.41064006367242617,0.6750697989261648
0.1875,1.1370056651210732,0.1292468339651455,0.43656171769174806,0.717683579983379
0.25,1.2087791477318408,0.1374055403591953,0.46411967612103966,0.7629873559698297
0.3125,1.2850833314324133,0.1460792650943695,0.49341723067618026,0.8111509328154252
0.375,1.3662042167290844,0.15530051870345157,0.5245641933626142,0.8623548354493988
0.4375,1.4524458579101078,0.16510386394660695,0.5576773080686293,0.9167909844371421
0.5,1.5441315026906834,0.17552604535823652,0.5928806881404615,0.9746634153297368
0.5625,1.6416048037980329,0.1866061269714752,0.6303062815793281,1.0361890434224263
0.625,1.7452311070377837,0.19838563873654957,0.6700943656040232,1.101598476788467
0.6875,1.8553988206695438,0.21090873218179426,0.7123940724327772,1.171136880635739
0.75,1.9725208712243087,0.22422234590077003,0.7573639482550962,1.24506489622587
0.8125,2.0970362512203433,0.23837638148575613,0.8051725474886992,1.3236596178001279
0.875,2.2294116645786275,0.2534238905670445,0.8559990645489233,1.407215631173761
0.9375,2.3701432759051535,0.2694212736590892,0.910034005498574,1.4960461178916047
1.0,2.5197585701966663,0.2864284915588192,0.9674799020956716,1.5904840290835123
